SUMMARY,DATE,AGENT,server_name
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 6:30:00,websphere,websphere_server_32
Current memory usage percentage is 70%,2023-01-08 6:34:53,Application,Application_server_368
Current memory usage percentage is 80%,2023-01-08 6:39:42,Application,Application_server_490
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-08 6:44:48,websphere,websphere_server_38
Process : java is running successfully,2023-01-08 6:50:13,Application,Application_server_362
Service: syslog-ng Agent is running,2023-01-08 6:54:41,ms_win,ms_win_server_6
Current memory usage percentage is 50%,2023-01-08 6:59:48,Application,Application_server_380
[MAN] The PERC1 battery is high.,2023-01-08 7:04:36,dell-idrac,dell-idrac_server_8
Process : nbsl is running successfully,2023-01-08 7:09:22,Application,Application_server_140
Total CPU Utilization = 50%,2023-01-08 7:14:02,Application,Application_server_259
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-08 7:18:48,Application,Application_server_494
Process : TaskRoutingService is running successfully,2023-01-08 7:23:34,Application,Application_server_396
CHRONY : process is running successfully,2023-01-08 7:28:00,linux_ix86,linux_ix86_server_68
*CP01*nodeagent is missing,2023-01-08 7:32:50,websphere,websphere_server_38
splunkd is running successfully,2023-01-08 7:38:16,Application,Application_server_328
Process : nbrmms is running successfully,2023-01-08 7:43:43,Application,Application_server_112
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 7:48:42,Application,Application_server_304
Process : java is running successfully,2023-01-08 7:54:03,Application,Application_server_429
Process : java is running successfully,2023-01-08 7:59:14,Application,Application_server_258
Service: enstart64 is Stopped,2023-01-08 8:04:45,ms_win,ms_win_server_35
*CP01*nodeagent is missing,2023-01-08 8:09:50,websphere,websphere_server_19
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 8:14:26,Application,Application_server_315
Filesystem:  / is 75 full,2023-01-08 8:19:28,linux_ix86,linux_ix86_server_97
[MAN] Log /var/log/messages blocked for more than 240 seconds.,2023-01-08 8:24:23,linux_ix86,linux_ix86_server_123
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-08 8:29:09,linux_ix86,linux_ix86_server_101
CHRONY : process is running successfully,2023-01-08 8:34:12,linux_ix86,linux_ix86_server_50
Process : nbsvcmon is running successfully,2023-01-08 8:39:15,Application,Application_server_290
Service: syslog-ng Agent is running,2023-01-08 8:43:58,ms_win,ms_win_server_10
Service: enstart64 is running,2023-01-08 8:48:47,ms_win,ms_win_server_55
*CP01*nodeagent is missing,2023-01-08 8:54:14,websphere,websphere_server_19
Service: masvc is running,2023-01-08 8:58:33,ms_win,ms_win_server_10
system: Processor Queue Length is 0,2023-01-08 9:03:14,ms_win,ms_win_server_101
CHRONY : process is running successfully,2023-01-08 9:08:04,linux_ix86,linux_ix86_server_37
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-08 9:12:50,linux_ix86,linux_ix86_server_106
Process : nbsl is not running,2023-01-08 9:17:45,Application,Application_server_227
CHRONY : process is running successfully,2023-01-08 9:22:38,linux_ix86,linux_ix86_server_82
Filesystem:  / is 100 full,2023-01-08 9:27:30,linux_ix86,linux_ix86_server_161
Filesystem:  / is 85 full,2023-01-08 9:32:42,linux_ix86,linux_ix86_server_33
Process : P84xConnectorService is running successfully,2023-01-08 9:38:03,Application,Application_server_406
Current memory usage percentage is 70%,2023-01-08 9:43:00,Application,Application_server_179
Service: enstart64 is Stopped,2023-01-08 9:48:04,ms_win,ms_win_server_16
Process : nbrmms is running successfully,2023-01-08 9:52:45,Application,Application_server_142
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 9:57:24,Application,Application_server_135
Current memory usage percentage is 90%,2023-01-08 10:02:36,Application,Application_server_457
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - monitor procedure did not complete within the expected time.,2023-01-08 10:07:08,linux_ix86,linux_ix86_server_17
CHRONY : process is running successfully,2023-01-08 10:11:36,linux_ix86,linux_ix86_server_46
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-08 10:17:01,linux_ix86,linux_ix86_server_20
Filesystem:  / is 100 full,2023-01-08 10:21:48,linux_ix86,linux_ix86_server_32
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 10:26:38,websphere,websphere_server_50
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-08 10:31:34,linux_ix86,linux_ix86_server_59
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-08 10:36:52,websphere,websphere_server_36
Service: masvc is running,2023-01-08 10:41:22,ms_win,ms_win_server_76
Process : nbsvcmon is running successfully,2023-01-08 10:46:20,Application,Application_server_81
Process : P84xConnectorService is running successfully,2023-01-08 10:51:09,Application,Application_server_30
system: Processor Queue Length is 0,2023-01-08 10:56:09,ms_win,ms_win_server_99
Process : TaskRoutingService is running successfully,2023-01-08 11:00:52,Application,Application_server_230
Process : nbrmms is running successfully,2023-01-08 11:05:39,Application,Application_server_146
Process : nbsvcmon is running successfully,2023-01-08 11:10:26,Application,Application_server_418
Process : P84xConnectorService is running successfully,2023-01-08 11:15:28,Application,Application_server_170
Current memory usage percentage is 80%,2023-01-08 11:20:43,Application,Application_server_398
system: Processor Queue Length is 0,2023-01-08 11:25:57,ms_win,ms_win_server_4
Process : P84xConnectorService is running successfully,2023-01-08 11:31:03,Application,Application_server_509
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13210 (server987qwe) Agent is calling clean for resource(cvm_vxconfigd) because 2 successive invocations of the monitor procedure did not complete within the expected time.,2023-01-08 11:35:48,linux_ix86,linux_ix86_server_130
splunkd is running successfully,2023-01-08 11:40:23,Application,Application_server_481
system: Processor Queue Length is 0,2023-01-08 11:45:29,ms_win,ms_win_server_17
Current memory usage percentage is 70%,2023-01-08 11:50:42,Application,Application_server_124
Process : nbsl is running successfully,2023-01-08 11:55:47,Application,Application_server_445
Process : TaskRoutingService is running successfully,2023-01-08 12:00:55,Application,Application_server_322
*CP01*nodeagent is missing,2023-01-08 12:05:32,websphere,websphere_server_45
Process : nbsl is running successfully,2023-01-08 12:10:27,Application,Application_server_372
*CP01*nodeagent is missing,2023-01-08 12:15:28,websphere,websphere_server_50
CHRONY : process is running successfully,2023-01-08 12:21:12,linux_ix86,linux_ix86_server_88
Current memory usage percentage is 60%,2023-01-08 12:25:42,Application,Application_server_40
Process : P84xConnectorService is running successfully,2023-01-08 12:30:42,Application,Application_server_164
CHRONY : process is running successfully,2023-01-08 12:35:33,linux_ix86,linux_ix86_server_34
CHRONY : process is running successfully,2023-01-08 12:40:26,linux_ix86,linux_ix86_server_144
Process : java is running successfully,2023-01-08 12:45:26,Application,Application_server_38
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 12:50:44,websphere,websphere_server_32
CHRONY : process is running successfully,2023-01-08 12:55:18,linux_ix86,linux_ix86_server_98
Process : TaskRoutingService is running successfully,2023-01-08 13:00:40,Application,Application_server_443
[MAN] The PERC1 battery is low.,2023-01-08 13:05:17,dell-idrac,dell-idrac_server_7
Total CPU Utilization = 65%,2023-01-08 13:09:38,Application,Application_server_372
Total CPU Utilization = 50%,2023-01-08 13:15:00,Application,Application_server_299
Process : nbsvcmon is running successfully,2023-01-08 13:19:52,Application,Application_server_167
Current memory usage percentage is 80%,2023-01-08 13:24:42,Application,Application_server_167
Process : nbsl is running successfully,2023-01-08 13:29:23,Application,Application_server_415
Process : P84xConnectorService is running successfully,2023-01-08 13:34:24,Application,Application_server_263
Process : nbsl is running successfully,2023-01-08 13:39:11,Application,Application_server_69
CHRONY : process is running successfully,2023-01-08 13:44:27,linux_ix86,linux_ix86_server_116
Process : nbrmms is running successfully,2023-01-08 13:49:14,Application,Application_server_522
Current memory usage percentage is 70%,2023-01-08 13:54:57,Application,Application_server_446
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-08 13:59:45,linux_ix86,linux_ix86_server_138
Process : nbrmms is running successfully,2023-01-08 14:05:16,Application,Application_server_66
Process : nbrmms is running successfully,2023-01-08 14:10:28,Application,Application_server_290
Filesystem:  / is 90 full,2023-01-08 14:15:23,linux_ix86,linux_ix86_server_153
system: Processor Queue Length is 0,2023-01-08 14:19:49,ms_win,ms_win_server_73
*CP01*nodeagent is missing,2023-01-08 14:24:20,websphere,websphere_server_34
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-08 14:28:35,dell-idrac,dell-idrac_server_21
Process : nbsl is running successfully,2023-01-08 14:33:31,Application,Application_server_448
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 14:38:14,Application,Application_server_223
Process : P84xConnectorService is running successfully,2023-01-08 14:43:44,Application,Application_server_358
Process : nbrmms is running successfully,2023-01-08 14:48:45,Application,Application_server_477
Process : TaskRoutingService is not running,2023-01-08 14:53:54,Application,Application_server_44
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-08 14:59:05,linux_ix86,linux_ix86_server_68
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-08 15:03:56,dell-idrac,dell-idrac_server_37
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-08 15:09:12,linux_ix86,linux_ix86_server_119
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 15:14:02,Application,Application_server_513
Process : P84xConnectorService is running successfully,2023-01-08 15:19:00,Application,Application_server_424
Service: masvc is running,2023-01-08 15:24:06,ms_win,ms_win_server_105
Process : nbsl is running successfully,2023-01-08 15:29:11,Application,Application_server_303
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-08 15:33:21,dell-idrac,dell-idrac_server_24
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-08 15:38:31,linux_ix86,linux_ix86_server_129
CHRONY : process is running successfully,2023-01-08 15:43:33,linux_ix86,linux_ix86_server_53
Process : nbsvcmon is running successfully,2023-01-08 15:48:53,Application,Application_server_308
CHRONY : process is running successfully,2023-01-08 15:53:20,linux_ix86,linux_ix86_server_159
splunkd is running successfully,2023-01-08 15:58:20,Application,Application_server_16
Service: Domain Time Client is Stopped,2023-01-08 16:03:13,ms_win,ms_win_server_20
Process : TaskRoutingService is running successfully,2023-01-08 16:08:16,Application,Application_server_96
Process : nbrmms is running successfully,2023-01-08 16:13:00,Application,Application_server_487
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-08 16:18:21,Application,Application_server_150
Process : java is running successfully,2023-01-08 16:23:14,Application,Application_server_500
Total CPU Utilization = 80%,2023-01-08 16:28:26,Application,Application_server_369
Process : TaskRoutingService is running successfully,2023-01-08 16:33:19,Application,Application_server_481
Process : nbsvcmon is running successfully,2023-01-08 16:38:17,Application,Application_server_291
Filesystem:  / is 75 full,2023-01-08 16:43:34,linux_ix86,linux_ix86_server_131
Process : nbsl is running successfully,2023-01-08 16:48:39,Application,Application_server_225
splunkd is running successfully,2023-01-08 16:53:43,Application,Application_server_440
Process : nbrmms is running successfully,2023-01-08 16:58:22,Application,Application_server_154
Process : nbrmms is running successfully,2023-01-08 17:02:57,Application,Application_server_373
Process : TaskRoutingService is running successfully,2023-01-08 17:07:32,Application,Application_server_505
Total CPU Utilization = 55%,2023-01-08 17:12:25,Application,Application_server_113
system: Processor Queue Length is 0,2023-01-08 17:17:21,ms_win,ms_win_server_75
Process : TaskRoutingService is running successfully,2023-01-08 17:21:48,Application,Application_server_343
Filesystem:  / is 85 full,2023-01-08 17:26:35,linux_ix86,linux_ix86_server_3
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-08 17:31:07,websphere,websphere_server_54
